time (s),v("/Freq" ?result "tran") (FF),v("/VcoOut" ?result "tran") (V),v("/VcoVin" ?result "tran") (V)
479.9E-3,1.459E3,987.7E-3,-40.17E-3
479.9E-3,1.459E3,951.0E-3,-40.14E-3
479.9E-3,1.459E3,891.0E-3,-40.10E-3
480.0E-3,1.459E3,809.0E-3,-40.07E-3
480.0E-3,1.459E3,707.1E-3,-40.03E-3
480.0E-3,1.459E3,587.7E-3,-40.00E-3
480.0E-3,1.459E3,453.9E-3,-39.97E-3
480.0E-3,1.459E3,308.9E-3,-39.93E-3
480.1E-3,1.459E3,156.4E-3,-39.90E-3
480.1E-3,1.459E3,-86.56E-6,-39.86E-3
480.1E-3,1.459E3,-156.5E-3,-39.83E-3
480.1E-3,1.459E3,-309.1E-3,-39.79E-3
480.1E-3,1.459E3,-454.1E-3,-39.76E-3
480.1E-3,1.459E3,-587.9E-3,-39.73E-3
480.2E-3,1.459E3,-707.2E-3,-39.69E-3
480.2E-3,1.459E3,-809.1E-3,-39.66E-3
480.2E-3,1.459E3,-891.1E-3,-39.62E-3
480.2E-3,1.459E3,-951.1E-3,-39.59E-3
480.2E-3,1.459E3,-987.7E-3,-39.55E-3
480.2E-3,1.459E3,-1.000,-39.52E-3
480.3E-3,1.459E3,-987.7E-3,-39.49E-3
480.3E-3,1.459E3,-951.0E-3,-39.45E-3
480.3E-3,1.459E3,-891.0E-3,-39.42E-3
480.3E-3,1.459E3,-809.0E-3,-39.38E-3
480.3E-3,1.459E3,-707.0E-3,-39.35E-3
480.3E-3,1.459E3,-587.7E-3,-39.32E-3
480.4E-3,1.459E3,-453.9E-3,-39.28E-3
480.4E-3,1.459E3,-308.9E-3,-39.25E-3
480.4E-3,1.459E3,-156.3E-3,-39.21E-3
480.4E-3,1.460E3,49.70E-6,-39.18E-3
480.4E-3,1.460E3,156.5E-3,-39.14E-3
480.4E-3,1.460E3,309.1E-3,-39.11E-3
480.5E-3,1.460E3,454.0E-3,-39.08E-3
480.5E-3,1.460E3,587.8E-3,-39.04E-3
480.5E-3,1.460E3,707.1E-3,-39.01E-3
480.5E-3,1.460E3,809.1E-3,-38.97E-3
480.5E-3,1.460E3,891.0E-3,-38.94E-3
480.5E-3,1.460E3,951.1E-3,-38.90E-3
480.6E-3,1.460E3,987.7E-3,-38.87E-3
480.6E-3,1.460E3,1.000,-38.84E-3
480.6E-3,1.460E3,987.7E-3,-38.80E-3
480.6E-3,1.460E3,951.0E-3,-38.77E-3
480.6E-3,1.460E3,891.0E-3,-38.73E-3
480.7E-3,1.460E3,809.0E-3,-38.70E-3
480.7E-3,1.460E3,707.1E-3,-38.66E-3
480.7E-3,1.460E3,587.7E-3,-38.63E-3
480.7E-3,1.460E3,453.9E-3,-38.60E-3
480.7E-3,1.460E3,308.9E-3,-38.56E-3
480.7E-3,1.460E3,156.4E-3,-38.53E-3
480.8E-3,1.460E3,-86.48E-6,-38.49E-3
480.8E-3,1.460E3,-156.5E-3,-38.46E-3
480.8E-3,1.460E3,-309.1E-3,-38.43E-3
480.8E-3,1.460E3,-454.1E-3,-38.39E-3
480.8E-3,1.460E3,-587.9E-3,-38.36E-3
480.8E-3,1.460E3,-707.2E-3,-38.32E-3
480.9E-3,1.460E3,-809.1E-3,-38.29E-3
480.9E-3,1.460E3,-891.1E-3,-38.25E-3
480.9E-3,1.460E3,-951.1E-3,-38.22E-3
480.9E-3,1.460E3,-987.7E-3,-38.19E-3
480.9E-3,1.460E3,-1.000,-38.15E-3
480.9E-3,1.460E3,-987.7E-3,-38.12E-3
481.0E-3,1.460E3,-951.0E-3,-38.08E-3
481.0E-3,1.460E3,-891.0E-3,-38.05E-3
481.0E-3,1.460E3,-809.0E-3,-38.02E-3
481.0E-3,1.460E3,-707.0E-3,-37.98E-3
481.0E-3,1.460E3,-587.7E-3,-37.95E-3
481.0E-3,1.460E3,-453.9E-3,-37.91E-3
481.1E-3,1.460E3,-308.9E-3,-37.88E-3
481.1E-3,1.460E3,-156.3E-3,-37.84E-3
481.1E-3,1.462E3,49.70E-6,-37.81E-3
481.1E-3,1.462E3,156.5E-3,-37.78E-3
481.1E-3,1.462E3,309.1E-3,-37.74E-3
481.1E-3,1.462E3,454.0E-3,-37.71E-3
481.2E-3,1.462E3,587.8E-3,-37.67E-3
481.2E-3,1.462E3,707.1E-3,-37.64E-3
481.2E-3,1.462E3,809.1E-3,-37.60E-3
481.2E-3,1.462E3,891.0E-3,-37.57E-3
481.2E-3,1.462E3,951.1E-3,-37.54E-3
481.2E-3,1.462E3,987.7E-3,-37.50E-3
481.3E-3,1.462E3,1.000,-37.47E-3
481.3E-3,1.462E3,987.7E-3,-37.43E-3
481.3E-3,1.462E3,951.0E-3,-37.40E-3
481.3E-3,1.462E3,891.0E-3,-37.37E-3
481.3E-3,1.462E3,809.0E-3,-37.33E-3
481.4E-3,1.462E3,707.1E-3,-37.30E-3
481.4E-3,1.462E3,587.7E-3,-37.26E-3
481.4E-3,1.462E3,453.9E-3,-37.23E-3
481.4E-3,1.462E3,308.9E-3,-37.19E-3
481.4E-3,1.462E3,156.4E-3,-37.16E-3
481.4E-3,1.462E3,-86.42E-6,-37.13E-3
481.5E-3,1.462E3,-156.5E-3,-37.09E-3
481.5E-3,1.462E3,-309.1E-3,-37.06E-3
481.5E-3,1.462E3,-454.1E-3,-37.02E-3
481.5E-3,1.462E3,-587.9E-3,-36.99E-3
481.5E-3,1.462E3,-707.2E-3,-36.96E-3
481.5E-3,1.462E3,-809.1E-3,-36.92E-3
481.6E-3,1.462E3,-891.1E-3,-36.89E-3
481.6E-3,1.462E3,-951.1E-3,-36.85E-3
481.6E-3,1.462E3,-987.7E-3,-36.82E-3
481.6E-3,1.462E3,-1.000,-36.78E-3
481.6E-3,1.462E3,-987.7E-3,-36.75E-3
481.6E-3,1.462E3,-951.0E-3,-36.72E-3
481.7E-3,1.462E3,-891.0E-3,-36.68E-3
481.7E-3,1.462E3,-809.0E-3,-36.65E-3
481.7E-3,1.462E3,-707.0E-3,-36.61E-3
481.7E-3,1.462E3,-587.7E-3,-36.58E-3
481.7E-3,1.462E3,-453.9E-3,-36.55E-3
481.7E-3,1.462E3,-308.9E-3,-36.51E-3
481.8E-3,1.462E3,-156.3E-3,-36.48E-3
481.8E-3,1.463E3,49.70E-6,-36.44E-3
481.8E-3,1.463E3,156.5E-3,-36.41E-3
481.8E-3,1.463E3,309.1E-3,-36.37E-3
481.8E-3,1.463E3,454.0E-3,-36.34E-3
481.8E-3,1.463E3,587.8E-3,-36.31E-3
481.9E-3,1.463E3,707.1E-3,-36.27E-3
481.9E-3,1.463E3,809.1E-3,-36.24E-3
481.9E-3,1.463E3,891.0E-3,-36.20E-3
481.9E-3,1.463E3,951.1E-3,-36.17E-3
481.9E-3,1.463E3,987.7E-3,-36.14E-3
481.9E-3,1.463E3,1.000,-36.10E-3
482.0E-3,1.463E3,987.7E-3,-36.07E-3
482.0E-3,1.463E3,951.0E-3,-36.03E-3
482.0E-3,1.463E3,891.0E-3,-36.00E-3
482.0E-3,1.463E3,809.0E-3,-35.96E-3
482.0E-3,1.463E3,707.1E-3,-35.93E-3
482.1E-3,1.463E3,587.7E-3,-35.90E-3
482.1E-3,1.463E3,453.9E-3,-35.86E-3
482.1E-3,1.463E3,308.9E-3,-35.83E-3
482.1E-3,1.463E3,156.4E-3,-35.79E-3
482.1E-3,1.463E3,-86.35E-6,-35.76E-3
482.1E-3,1.463E3,-156.5E-3,-35.73E-3
482.2E-3,1.463E3,-309.1E-3,-35.69E-3
482.2E-3,1.463E3,-454.1E-3,-35.66E-3
482.2E-3,1.463E3,-587.9E-3,-35.62E-3
482.2E-3,1.463E3,-707.2E-3,-35.59E-3
482.2E-3,1.463E3,-809.1E-3,-35.55E-3
482.2E-3,1.463E3,-891.1E-3,-35.52E-3
482.3E-3,1.463E3,-951.1E-3,-35.49E-3
482.3E-3,1.463E3,-987.7E-3,-35.45E-3
482.3E-3,1.463E3,-1.000,-35.42E-3
482.3E-3,1.463E3,-987.7E-3,-35.38E-3
482.3E-3,1.463E3,-951.0E-3,-35.35E-3
482.3E-3,1.463E3,-891.0E-3,-35.32E-3
482.4E-3,1.463E3,-809.0E-3,-35.28E-3
482.4E-3,1.463E3,-707.0E-3,-35.25E-3
482.4E-3,1.463E3,-587.7E-3,-35.21E-3
482.4E-3,1.463E3,-453.9E-3,-35.18E-3
482.4E-3,1.463E3,-308.9E-3,-35.15E-3
482.4E-3,1.463E3,-156.3E-3,-35.11E-3
482.5E-3,1.464E3,49.70E-6,-35.08E-3
482.5E-3,1.464E3,156.5E-3,-35.04E-3
482.5E-3,1.464E3,309.1E-3,-35.01E-3
482.5E-3,1.464E3,454.0E-3,-34.97E-3
482.5E-3,1.464E3,587.8E-3,-34.94E-3
482.5E-3,1.464E3,707.1E-3,-34.91E-3
482.6E-3,1.464E3,809.1E-3,-34.87E-3
482.6E-3,1.464E3,891.0E-3,-34.84E-3
482.6E-3,1.464E3,951.1E-3,-34.80E-3
482.6E-3,1.464E3,987.7E-3,-34.77E-3
482.6E-3,1.464E3,1.000,-34.74E-3
482.6E-3,1.464E3,987.7E-3,-34.70E-3
482.7E-3,1.464E3,951.0E-3,-34.67E-3
482.7E-3,1.464E3,891.0E-3,-34.63E-3
482.7E-3,1.464E3,809.0E-3,-34.60E-3
482.7E-3,1.464E3,707.1E-3,-34.56E-3
482.7E-3,1.464E3,587.7E-3,-34.53E-3
482.8E-3,1.464E3,453.9E-3,-34.50E-3
482.8E-3,1.464E3,308.9E-3,-34.46E-3
482.8E-3,1.464E3,156.4E-3,-34.43E-3
482.8E-3,1.464E3,-86.29E-6,-34.39E-3
482.8E-3,1.464E3,-156.5E-3,-34.36E-3
482.8E-3,1.464E3,-309.1E-3,-34.33E-3
482.9E-3,1.464E3,-454.1E-3,-34.29E-3
482.9E-3,1.464E3,-587.9E-3,-34.26E-3
482.9E-3,1.464E3,-707.2E-3,-34.22E-3
482.9E-3,1.464E3,-809.1E-3,-34.19E-3
482.9E-3,1.464E3,-891.1E-3,-34.16E-3
482.9E-3,1.464E3,-951.1E-3,-34.12E-3
483.0E-3,1.464E3,-987.7E-3,-34.09E-3
483.0E-3,1.464E3,-1.000,-34.05E-3
483.0E-3,1.464E3,-987.7E-3,-34.02E-3
483.0E-3,1.464E3,-951.0E-3,-33.98E-3
483.0E-3,1.464E3,-891.0E-3,-33.95E-3
483.0E-3,1.464E3,-809.0E-3,-33.92E-3
483.1E-3,1.464E3,-707.0E-3,-33.88E-3
483.1E-3,1.464E3,-587.7E-3,-33.85E-3
483.1E-3,1.464E3,-453.9E-3,-33.81E-3
483.1E-3,1.464E3,-308.9E-3,-33.78E-3
483.1E-3,1.464E3,-156.3E-3,-33.75E-3
483.1E-3,1.466E3,49.70E-6,-33.71E-3
483.2E-3,1.466E3,156.5E-3,-33.68E-3
483.2E-3,1.466E3,309.1E-3,-33.64E-3
483.2E-3,1.466E3,454.0E-3,-33.61E-3
483.2E-3,1.466E3,587.8E-3,-33.58E-3
483.2E-3,1.466E3,707.1E-3,-33.54E-3
483.2E-3,1.466E3,809.1E-3,-33.51E-3
483.3E-3,1.466E3,891.0E-3,-33.47E-3
483.3E-3,1.466E3,951.1E-3,-33.44E-3
483.3E-3,1.466E3,987.7E-3,-33.41E-3
483.3E-3,1.466E3,1.000,-33.37E-3
483.3E-3,1.466E3,987.7E-3,-33.34E-3
483.3E-3,1.466E3,951.0E-3,-33.30E-3
483.4E-3,1.466E3,891.0E-3,-33.27E-3
483.4E-3,1.466E3,809.0E-3,-33.23E-3
483.4E-3,1.466E3,707.1E-3,-33.20E-3
483.4E-3,1.466E3,587.7E-3,-33.17E-3
483.4E-3,1.466E3,453.9E-3,-33.13E-3
483.5E-3,1.466E3,308.9E-3,-33.10E-3
483.5E-3,1.466E3,156.4E-3,-33.06E-3
483.5E-3,1.466E3,-86.22E-6,-33.03E-3
483.5E-3,1.466E3,-156.5E-3,-33.00E-3
483.5E-3,1.466E3,-309.1E-3,-32.96E-3
483.5E-3,1.466E3,-454.1E-3,-32.93E-3
483.6E-3,1.466E3,-587.9E-3,-32.89E-3
483.6E-3,1.466E3,-707.2E-3,-32.86E-3
483.6E-3,1.466E3,-809.1E-3,-32.83E-3
483.6E-3,1.466E3,-891.1E-3,-32.79E-3
483.6E-3,1.466E3,-951.1E-3,-32.76E-3
483.6E-3,1.466E3,-987.7E-3,-32.72E-3
483.7E-3,1.466E3,-1.000,-32.69E-3
483.7E-3,1.466E3,-987.7E-3,-32.66E-3
483.7E-3,1.466E3,-951.0E-3,-32.62E-3
483.7E-3,1.466E3,-891.0E-3,-32.59E-3
483.7E-3,1.466E3,-809.0E-3,-32.55E-3
483.7E-3,1.466E3,-707.0E-3,-32.52E-3
483.8E-3,1.466E3,-587.7E-3,-32.49E-3
483.8E-3,1.466E3,-453.9E-3,-32.45E-3
483.8E-3,1.466E3,-308.9E-3,-32.42E-3
483.8E-3,1.466E3,-156.3E-3,-32.38E-3
483.8E-3,1.467E3,49.70E-6,-32.35E-3
483.8E-3,1.467E3,156.5E-3,-32.31E-3
483.9E-3,1.467E3,309.1E-3,-32.28E-3
483.9E-3,1.467E3,454.0E-3,-32.25E-3
483.9E-3,1.467E3,587.8E-3,-32.21E-3
483.9E-3,1.467E3,707.1E-3,-32.18E-3
483.9E-3,1.467E3,809.1E-3,-32.14E-3
483.9E-3,1.467E3,891.0E-3,-32.11E-3
484.0E-3,1.467E3,951.1E-3,-32.08E-3
484.0E-3,1.467E3,987.7E-3,-32.04E-3
484.0E-3,1.467E3,1.000,-32.01E-3
484.0E-3,1.467E3,987.7E-3,-31.97E-3
484.0E-3,1.467E3,951.0E-3,-31.94E-3
484.0E-3,1.467E3,891.0E-3,-31.91E-3
484.1E-3,1.467E3,809.0E-3,-31.87E-3
484.1E-3,1.467E3,707.1E-3,-31.84E-3
484.1E-3,1.467E3,587.7E-3,-31.80E-3
484.1E-3,1.467E3,453.9E-3,-31.77E-3
484.1E-3,1.467E3,308.9E-3,-31.74E-3
484.1E-3,1.467E3,156.4E-3,-31.70E-3
484.2E-3,1.467E3,-86.15E-6,-31.67E-3
484.2E-3,1.467E3,-156.5E-3,-31.63E-3
484.2E-3,1.467E3,-309.1E-3,-31.60E-3
484.2E-3,1.467E3,-454.1E-3,-31.57E-3
484.2E-3,1.467E3,-587.9E-3,-31.53E-3
484.3E-3,1.467E3,-707.2E-3,-31.50E-3
484.3E-3,1.467E3,-809.1E-3,-31.46E-3
484.3E-3,1.467E3,-891.1E-3,-31.43E-3
484.3E-3,1.467E3,-951.1E-3,-31.40E-3
484.3E-3,1.467E3,-987.7E-3,-31.36E-3
484.3E-3,1.467E3,-1.000,-31.33E-3
484.4E-3,1.467E3,-987.7E-3,-31.29E-3
484.4E-3,1.467E3,-951.0E-3,-31.26E-3
484.4E-3,1.467E3,-891.0E-3,-31.22E-3
484.4E-3,1.467E3,-809.0E-3,-31.19E-3
484.4E-3,1.467E3,-707.0E-3,-31.16E-3
484.4E-3,1.467E3,-587.7E-3,-31.12E-3
484.5E-3,1.467E3,-453.9E-3,-31.09E-3
484.5E-3,1.467E3,-308.9E-3,-31.05E-3
484.5E-3,1.467E3,-156.3E-3,-31.02E-3
484.5E-3,1.468E3,49.70E-6,-30.99E-3
484.5E-3,1.468E3,156.5E-3,-30.95E-3
484.5E-3,1.468E3,309.1E-3,-30.92E-3
484.6E-3,1.468E3,454.0E-3,-30.88E-3
484.6E-3,1.468E3,587.8E-3,-30.85E-3
484.6E-3,1.468E3,707.1E-3,-30.82E-3
484.6E-3,1.468E3,809.1E-3,-30.78E-3
484.6E-3,1.468E3,891.0E-3,-30.75E-3
484.6E-3,1.468E3,951.1E-3,-30.71E-3
484.7E-3,1.468E3,987.7E-3,-30.68E-3
484.7E-3,1.468E3,1.000,-30.65E-3
484.7E-3,1.468E3,987.7E-3,-30.61E-3
484.7E-3,1.468E3,951.0E-3,-30.58E-3
484.7E-3,1.468E3,891.0E-3,-30.54E-3
484.7E-3,1.468E3,809.0E-3,-30.51E-3
484.8E-3,1.468E3,707.1E-3,-30.48E-3
484.8E-3,1.468E3,587.7E-3,-30.44E-3
484.8E-3,1.468E3,453.9E-3,-30.41E-3
484.8E-3,1.468E3,308.9E-3,-30.37E-3
484.8E-3,1.468E3,156.4E-3,-30.34E-3
484.8E-3,1.468E3,-86.07E-6,-30.31E-3
484.9E-3,1.468E3,-156.5E-3,-30.27E-3
484.9E-3,1.468E3,-309.1E-3,-30.24E-3
484.9E-3,1.468E3,-454.1E-3,-30.20E-3
484.9E-3,1.468E3,-587.9E-3,-30.17E-3
484.9E-3,1.468E3,-707.2E-3,-30.14E-3
484.9E-3,1.468E3,-809.1E-3,-30.10E-3
485.0E-3,1.468E3,-891.1E-3,-30.07E-3
485.0E-3,1.468E3,-951.1E-3,-30.03E-3
485.0E-3,1.468E3,-987.7E-3,-30.00E-3
485.0E-3,1.468E3,-1.000,-29.97E-3
485.0E-3,1.468E3,-987.7E-3,-29.93E-3
485.1E-3,1.468E3,-951.0E-3,-29.90E-3
485.1E-3,1.468E3,-891.0E-3,-29.86E-3
485.1E-3,1.468E3,-809.0E-3,-29.83E-3
485.1E-3,1.468E3,-707.0E-3,-29.80E-3
485.1E-3,1.468E3,-587.7E-3,-29.76E-3
485.1E-3,1.468E3,-453.9E-3,-29.73E-3
485.2E-3,1.468E3,-308.9E-3,-29.69E-3
485.2E-3,1.468E3,-156.3E-3,-29.66E-3
485.2E-3,1.470E3,49.70E-6,-29.63E-3
485.2E-3,1.470E3,156.5E-3,-29.59E-3
485.2E-3,1.470E3,309.1E-3,-29.56E-3
485.2E-3,1.470E3,454.0E-3,-29.52E-3
485.3E-3,1.470E3,587.8E-3,-29.49E-3
485.3E-3,1.470E3,707.1E-3,-29.46E-3
485.3E-3,1.470E3,809.1E-3,-29.42E-3
485.3E-3,1.470E3,891.0E-3,-29.39E-3
485.3E-3,1.470E3,951.1E-3,-29.35E-3
485.3E-3,1.470E3,987.7E-3,-29.32E-3
485.4E-3,1.470E3,1.000,-29.29E-3
485.4E-3,1.470E3,987.7E-3,-29.25E-3
485.4E-3,1.470E3,951.0E-3,-29.22E-3
485.4E-3,1.470E3,891.0E-3,-29.18E-3
485.4E-3,1.470E3,809.0E-3,-29.15E-3
485.4E-3,1.470E3,707.1E-3,-29.12E-3
485.5E-3,1.470E3,587.7E-3,-29.08E-3
485.5E-3,1.470E3,453.9E-3,-29.05E-3
485.5E-3,1.470E3,308.9E-3,-29.01E-3
485.5E-3,1.470E3,156.4E-3,-28.98E-3
485.5E-3,1.470E3,-86.02E-6,-28.95E-3
485.5E-3,1.470E3,-156.5E-3,-28.91E-3
485.6E-3,1.470E3,-309.1E-3,-28.88E-3
485.6E-3,1.470E3,-454.1E-3,-28.84E-3
485.6E-3,1.470E3,-587.9E-3,-28.81E-3
485.6E-3,1.470E3,-707.2E-3,-28.78E-3
485.6E-3,1.470E3,-809.1E-3,-28.74E-3
485.6E-3,1.470E3,-891.1E-3,-28.71E-3
485.7E-3,1.470E3,-951.1E-3,-28.67E-3
485.7E-3,1.470E3,-987.7E-3,-28.64E-3
485.7E-3,1.470E3,-1.000,-28.61E-3
485.7E-3,1.470E3,-987.7E-3,-28.57E-3
485.7E-3,1.470E3,-951.0E-3,-28.54E-3
485.7E-3,1.470E3,-891.0E-3,-28.50E-3
485.8E-3,1.470E3,-809.0E-3,-28.47E-3
485.8E-3,1.470E3,-707.0E-3,-28.44E-3
485.8E-3,1.470E3,-587.7E-3,-28.40E-3
485.8E-3,1.470E3,-453.9E-3,-28.37E-3
485.8E-3,1.470E3,-308.9E-3,-28.33E-3
485.8E-3,1.470E3,-156.3E-3,-28.30E-3
485.9E-3,1.471E3,49.70E-6,-28.27E-3
485.9E-3,1.471E3,156.5E-3,-28.23E-3
485.9E-3,1.471E3,309.1E-3,-28.20E-3
485.9E-3,1.471E3,454.0E-3,-28.16E-3
485.9E-3,1.471E3,587.8E-3,-28.13E-3
486.0E-3,1.471E3,707.1E-3,-28.10E-3
486.0E-3,1.471E3,809.1E-3,-28.06E-3
486.0E-3,1.471E3,891.0E-3,-28.03E-3
486.0E-3,1.471E3,951.1E-3,-27.99E-3
486.0E-3,1.471E3,987.7E-3,-27.96E-3
486.0E-3,1.471E3,1.000,-27.93E-3
486.1E-3,1.471E3,987.7E-3,-27.89E-3
486.1E-3,1.471E3,951.0E-3,-27.86E-3
486.1E-3,1.471E3,891.0E-3,-27.82E-3
486.1E-3,1.471E3,809.0E-3,-27.79E-3
486.1E-3,1.471E3,707.1E-3,-27.76E-3
486.1E-3,1.471E3,587.7E-3,-27.72E-3
486.2E-3,1.471E3,453.9E-3,-27.69E-3
486.2E-3,1.471E3,308.9E-3,-27.65E-3
486.2E-3,1.471E3,156.4E-3,-27.62E-3
486.2E-3,1.471E3,-85.94E-6,-27.59E-3
486.2E-3,1.471E3,-156.5E-3,-27.55E-3
486.2E-3,1.471E3,-309.1E-3,-27.52E-3
486.3E-3,1.471E3,-454.1E-3,-27.49E-3
486.3E-3,1.471E3,-587.9E-3,-27.45E-3
486.3E-3,1.471E3,-707.2E-3,-27.42E-3
486.3E-3,1.471E3,-809.1E-3,-27.38E-3
486.3E-3,1.471E3,-891.1E-3,-27.35E-3
486.3E-3,1.471E3,-951.1E-3,-27.32E-3
486.4E-3,1.471E3,-987.7E-3,-27.28E-3
486.4E-3,1.471E3,-1.000,-27.25E-3
486.4E-3,1.471E3,-987.7E-3,-27.21E-3
486.4E-3,1.471E3,-951.0E-3,-27.18E-3
486.4E-3,1.471E3,-891.0E-3,-27.15E-3
486.4E-3,1.471E3,-809.0E-3,-27.11E-3
486.5E-3,1.471E3,-707.0E-3,-27.08E-3
486.5E-3,1.471E3,-587.7E-3,-27.04E-3
486.5E-3,1.471E3,-453.9E-3,-27.01E-3
486.5E-3,1.471E3,-308.9E-3,-26.98E-3
486.5E-3,1.471E3,-156.3E-3,-26.94E-3
486.5E-3,1.472E3,49.70E-6,-26.91E-3
486.6E-3,1.472E3,156.5E-3,-26.87E-3
486.6E-3,1.472E3,309.1E-3,-26.84E-3
486.6E-3,1.472E3,454.0E-3,-26.81E-3
486.6E-3,1.472E3,587.8E-3,-26.77E-3
486.6E-3,1.472E3,707.1E-3,-26.74E-3
486.6E-3,1.472E3,809.1E-3,-26.70E-3
486.7E-3,1.472E3,891.0E-3,-26.67E-3
486.7E-3,1.472E3,951.1E-3,-26.64E-3
486.7E-3,1.472E3,987.7E-3,-26.60E-3
486.7E-3,1.472E3,1.000,-26.57E-3
486.7E-3,1.472E3,987.7E-3,-26.53E-3
486.7E-3,1.472E3,951.0E-3,-26.50E-3
486.8E-3,1.472E3,891.0E-3,-26.47E-3
486.8E-3,1.472E3,809.0E-3,-26.43E-3
486.8E-3,1.472E3,707.1E-3,-26.40E-3
486.8E-3,1.472E3,587.7E-3,-26.37E-3
486.8E-3,1.472E3,453.9E-3,-26.33E-3
486.9E-3,1.472E3,308.9E-3,-26.30E-3
486.9E-3,1.472E3,156.4E-3,-26.26E-3
486.9E-3,1.472E3,-85.89E-6,-26.23E-3
486.9E-3,1.472E3,-156.5E-3,-26.20E-3
486.9E-3,1.472E3,-309.1E-3,-26.16E-3
486.9E-3,1.472E3,-454.1E-3,-26.13E-3
487.0E-3,1.472E3,-587.9E-3,-26.09E-3
487.0E-3,1.472E3,-707.2E-3,-26.06E-3
487.0E-3,1.472E3,-809.1E-3,-26.03E-3
487.0E-3,1.472E3,-891.1E-3,-25.99E-3
487.0E-3,1.472E3,-951.1E-3,-25.96E-3
487.0E-3,1.472E3,-987.7E-3,-25.92E-3
487.1E-3,1.472E3,-1.000,-25.89E-3
487.1E-3,1.472E3,-987.7E-3,-25.86E-3
487.1E-3,1.472E3,-951.0E-3,-25.82E-3
487.1E-3,1.472E3,-891.0E-3,-25.79E-3
487.1E-3,1.472E3,-809.0E-3,-25.75E-3
487.1E-3,1.472E3,-707.0E-3,-25.72E-3
487.2E-3,1.472E3,-587.7E-3,-25.69E-3
487.2E-3,1.472E3,-453.9E-3,-25.65E-3
487.2E-3,1.472E3,-308.9E-3,-25.62E-3
487.2E-3,1.472E3,-156.3E-3,-25.58E-3
487.2E-3,1.474E3,49.70E-6,-25.55E-3
487.2E-3,1.474E3,156.5E-3,-25.52E-3
487.3E-3,1.474E3,309.1E-3,-25.48E-3
487.3E-3,1.474E3,454.0E-3,-25.45E-3
487.3E-3,1.474E3,587.8E-3,-25.42E-3
487.3E-3,1.474E3,707.1E-3,-25.38E-3
487.3E-3,1.474E3,809.1E-3,-25.35E-3
487.3E-3,1.474E3,891.0E-3,-25.31E-3
487.4E-3,1.474E3,951.1E-3,-25.28E-3
487.4E-3,1.474E3,987.7E-3,-25.25E-3
487.4E-3,1.474E3,1.000,-25.21E-3
487.4E-3,1.474E3,987.7E-3,-25.18E-3
487.4E-3,1.474E3,951.0E-3,-25.14E-3
487.4E-3,1.474E3,891.0E-3,-25.11E-3
487.5E-3,1.474E3,809.0E-3,-25.08E-3
487.5E-3,1.474E3,707.1E-3,-25.04E-3
487.5E-3,1.474E3,587.7E-3,-25.01E-3
487.5E-3,1.474E3,453.9E-3,-24.97E-3
487.5E-3,1.474E3,308.9E-3,-24.94E-3
487.5E-3,1.474E3,156.4E-3,-24.91E-3
487.6E-3,1.474E3,-85.82E-6,-24.87E-3
487.6E-3,1.474E3,-156.5E-3,-24.84E-3
487.6E-3,1.474E3,-309.1E-3,-24.81E-3
487.6E-3,1.474E3,-454.1E-3,-24.77E-3
487.6E-3,1.474E3,-587.9E-3,-24.74E-3
487.6E-3,1.474E3,-707.2E-3,-24.70E-3
487.7E-3,1.474E3,-809.1E-3,-24.67E-3
487.7E-3,1.474E3,-891.1E-3,-24.64E-3
487.7E-3,1.474E3,-951.1E-3,-24.60E-3
487.7E-3,1.474E3,-987.7E-3,-24.57E-3
487.7E-3,1.474E3,-1.000,-24.53E-3
487.7E-3,1.474E3,-987.7E-3,-24.50E-3
487.8E-3,1.474E3,-951.0E-3,-24.47E-3
487.8E-3,1.474E3,-891.0E-3,-24.43E-3
487.8E-3,1.474E3,-809.0E-3,-24.40E-3
487.8E-3,1.474E3,-707.0E-3,-24.36E-3
487.8E-3,1.474E3,-587.7E-3,-24.33E-3
487.9E-3,1.474E3,-453.9E-3,-24.30E-3
487.9E-3,1.474E3,-308.9E-3,-24.26E-3
487.9E-3,1.474E3,-156.3E-3,-24.23E-3
487.9E-3,1.475E3,49.71E-6,-24.20E-3
487.9E-3,1.475E3,156.5E-3,-24.16E-3
487.9E-3,1.475E3,309.1E-3,-24.13E-3
488.0E-3,1.475E3,454.0E-3,-24.09E-3
488.0E-3,1.475E3,587.8E-3,-24.06E-3
488.0E-3,1.475E3,707.1E-3,-24.03E-3
488.0E-3,1.475E3,809.1E-3,-23.99E-3
488.0E-3,1.475E3,891.0E-3,-23.96E-3
488.0E-3,1.475E3,951.1E-3,-23.92E-3
488.1E-3,1.475E3,987.7E-3,-23.89E-3
488.1E-3,1.475E3,1.000,-23.86E-3
488.1E-3,1.475E3,987.7E-3,-23.82E-3
488.1E-3,1.475E3,951.0E-3,-23.79E-3
488.1E-3,1.475E3,891.0E-3,-23.75E-3
488.1E-3,1.475E3,809.0E-3,-23.72E-3
488.2E-3,1.475E3,707.1E-3,-23.69E-3
488.2E-3,1.475E3,587.7E-3,-23.65E-3
488.2E-3,1.475E3,453.9E-3,-23.62E-3
488.2E-3,1.475E3,308.9E-3,-23.59E-3
488.2E-3,1.475E3,156.4E-3,-23.55E-3
488.2E-3,1.475E3,-85.75E-6,-23.52E-3
488.3E-3,1.475E3,-156.5E-3,-23.48E-3
