time (s),v("/Freq" ?result "tran") (FF),v("/VcoOut" ?result "tran") (V),v("/VcoVin" ?result "tran") (V)
0.000,0.000,0.000,-1.000
50.00E-6,0.000,156.5E-3,-999.9E-3
99.99E-6,0.000,309.1E-3,-999.8E-3
150.0E-6,0.000,454.1E-3,-999.7E-3
199.9E-6,0.000,587.9E-3,-999.6E-3
249.9E-6,0.000,707.2E-3,-999.5E-3
299.9E-6,0.000,809.1E-3,-999.4E-3
349.8E-6,0.000,891.1E-3,-999.3E-3
399.7E-6,0.000,951.1E-3,-999.2E-3
449.6E-6,0.000,987.7E-3,-999.1E-3
499.6E-6,0.000,1.000,-999.0E-3
549.5E-6,0.000,987.7E-3,-998.9E-3
599.3E-6,0.000,951.0E-3,-998.8E-3
649.2E-6,0.000,890.9E-3,-998.7E-3
699.1E-6,0.000,808.9E-3,-998.6E-3
749.0E-6,0.000,706.9E-3,-998.5E-3
798.8E-6,0.000,587.6E-3,-998.4E-3
848.6E-6,0.000,453.7E-3,-998.3E-3
898.5E-6,0.000,308.7E-3,-998.2E-3
948.3E-6,0.000,156.1E-3,-998.1E-3
998.1E-6,0.000,-352.2E-6,-998.0E-3
1.048E-3,0.000,-156.8E-3,-997.9E-3
1.098E-3,0.000,-309.4E-3,-997.8E-3
1.147E-3,0.000,-454.3E-3,-997.7E-3
1.197E-3,0.000,-588.1E-3,-997.6E-3
1.247E-3,0.000,-707.4E-3,-997.5E-3
1.297E-3,0.000,-809.3E-3,-997.4E-3
1.347E-3,0.000,-891.2E-3,-997.3E-3
1.396E-3,0.000,-951.2E-3,-997.2E-3
1.446E-3,0.000,-987.8E-3,-997.1E-3
1.496E-3,0.000,-1.000,-997.0E-3
1.545E-3,0.000,-987.6E-3,-996.9E-3
1.595E-3,0.000,-950.9E-3,-996.8E-3
1.645E-3,0.000,-890.8E-3,-996.7E-3
1.694E-3,0.000,-808.7E-3,-996.6E-3
1.744E-3,0.000,-706.7E-3,-996.5E-3
1.794E-3,0.000,-587.3E-3,-996.4E-3
1.843E-3,0.000,-453.4E-3,-996.3E-3
1.893E-3,0.000,-308.4E-3,-996.2E-3
1.943E-3,0.000,-155.8E-3,-996.1E-3
1.992E-3,502.0,47.44E-6,-996.0E-3
2.042E-3,502.0,156.5E-3,-995.9E-3
2.091E-3,502.0,309.1E-3,-995.8E-3
2.141E-3,502.0,454.1E-3,-995.7E-3
2.190E-3,502.0,587.9E-3,-995.6E-3
2.240E-3,502.0,707.2E-3,-995.5E-3
2.290E-3,502.0,809.1E-3,-995.4E-3
2.339E-3,502.0,891.1E-3,-995.3E-3
2.389E-3,502.0,951.1E-3,-995.2E-3
2.438E-3,502.0,987.7E-3,-995.1E-3
2.488E-3,502.0,1.000,-995.0E-3
2.537E-3,502.0,987.7E-3,-994.9E-3
2.587E-3,502.0,951.0E-3,-994.8E-3
2.636E-3,502.0,890.9E-3,-994.7E-3
2.686E-3,502.0,808.9E-3,-994.6E-3
2.735E-3,502.0,706.9E-3,-994.5E-3
2.785E-3,502.0,587.5E-3,-994.4E-3
2.834E-3,502.0,453.7E-3,-994.3E-3
2.883E-3,502.0,308.7E-3,-994.2E-3
2.933E-3,502.0,156.1E-3,-994.1E-3
2.982E-3,502.0,-355.5E-6,-994.0E-3
3.032E-3,502.0,-156.8E-3,-993.9E-3
3.081E-3,502.0,-309.4E-3,-993.8E-3
3.131E-3,502.0,-454.3E-3,-993.7E-3
3.180E-3,502.0,-588.1E-3,-993.6E-3
3.229E-3,502.0,-707.4E-3,-993.5E-3
3.279E-3,502.0,-809.3E-3,-993.4E-3
3.328E-3,502.0,-891.2E-3,-993.3E-3
3.377E-3,502.0,-951.2E-3,-993.2E-3
3.427E-3,502.0,-987.8E-3,-993.1E-3
3.476E-3,502.0,-1.000,-993.0E-3
3.525E-3,502.0,-987.6E-3,-992.9E-3
3.575E-3,502.0,-950.9E-3,-992.9E-3
3.624E-3,502.0,-890.8E-3,-992.8E-3
3.673E-3,502.0,-808.7E-3,-992.7E-3
3.722E-3,502.0,-706.7E-3,-992.6E-3
3.772E-3,502.0,-587.3E-3,-992.5E-3
3.821E-3,502.0,-453.4E-3,-992.4E-3
3.870E-3,502.0,-308.4E-3,-992.3E-3
3.919E-3,502.0,-155.8E-3,-992.2E-3
3.969E-3,506.0,47.45E-6,-992.1E-3
4.018E-3,506.0,156.5E-3,-992.0E-3
4.067E-3,506.0,309.1E-3,-991.9E-3
4.116E-3,506.0,454.1E-3,-991.8E-3
4.165E-3,506.0,587.9E-3,-991.7E-3
4.215E-3,506.0,707.2E-3,-991.6E-3
4.264E-3,506.0,809.1E-3,-991.5E-3
4.313E-3,506.0,891.1E-3,-991.4E-3
4.362E-3,506.0,951.1E-3,-991.3E-3
4.411E-3,506.0,987.7E-3,-991.2E-3
4.460E-3,506.0,1.000,-991.1E-3
4.509E-3,506.0,987.7E-3,-991.0E-3
4.559E-3,506.0,951.0E-3,-990.9E-3
4.608E-3,506.0,890.9E-3,-990.8E-3
4.657E-3,506.0,808.9E-3,-990.7E-3
4.706E-3,506.0,706.9E-3,-990.6E-3
4.755E-3,506.0,587.6E-3,-990.5E-3
4.804E-3,506.0,453.7E-3,-990.4E-3
4.853E-3,506.0,308.7E-3,-990.3E-3
4.902E-3,506.0,156.1E-3,-990.2E-3
4.951E-3,506.0,-350.8E-6,-990.1E-3
5.000E-3,506.0,-156.8E-3,-990.0E-3
5.049E-3,506.0,-309.4E-3,-989.9E-3
5.098E-3,506.0,-454.3E-3,-989.8E-3
5.147E-3,506.0,-588.1E-3,-989.7E-3
5.196E-3,506.0,-707.4E-3,-989.6E-3
5.245E-3,506.0,-809.3E-3,-989.5E-3
5.294E-3,506.0,-891.2E-3,-989.4E-3
5.343E-3,506.0,-951.2E-3,-989.3E-3
5.392E-3,506.0,-987.8E-3,-989.2E-3
5.441E-3,506.0,-1.000,-989.1E-3
5.490E-3,506.0,-987.6E-3,-989.0E-3
5.539E-3,506.0,-950.9E-3,-988.9E-3
5.588E-3,506.0,-890.8E-3,-988.8E-3
5.637E-3,506.0,-808.7E-3,-988.7E-3
5.686E-3,506.0,-706.7E-3,-988.6E-3
5.734E-3,506.0,-587.3E-3,-988.5E-3
5.783E-3,506.0,-453.4E-3,-988.4E-3
5.832E-3,506.0,-308.4E-3,-988.3E-3
5.881E-3,506.0,-155.8E-3,-988.2E-3
5.930E-3,509.9,47.49E-6,-988.1E-3
5.979E-3,509.9,156.5E-3,-988.0E-3
6.027E-3,509.9,309.1E-3,-987.9E-3
6.076E-3,509.9,454.1E-3,-987.8E-3
6.125E-3,509.9,587.9E-3,-987.8E-3
6.174E-3,509.9,707.2E-3,-987.7E-3
6.223E-3,509.9,809.1E-3,-987.6E-3
6.271E-3,509.9,891.1E-3,-987.5E-3
6.320E-3,509.9,951.1E-3,-987.4E-3
6.369E-3,509.9,987.7E-3,-987.3E-3
6.418E-3,509.9,1.000,-987.2E-3
6.466E-3,509.9,987.7E-3,-987.1E-3
6.515E-3,509.9,951.0E-3,-987.0E-3
6.564E-3,509.9,890.9E-3,-986.9E-3
6.613E-3,509.9,808.9E-3,-986.8E-3
6.661E-3,509.9,706.9E-3,-986.7E-3
6.710E-3,509.9,587.6E-3,-986.6E-3
6.759E-3,509.9,453.7E-3,-986.5E-3
6.807E-3,509.9,308.7E-3,-986.4E-3
6.856E-3,509.9,156.1E-3,-986.3E-3
6.905E-3,509.9,-346.2E-6,-986.2E-3
6.953E-3,509.9,-156.8E-3,-986.1E-3
7.002E-3,509.9,-309.4E-3,-986.0E-3
7.051E-3,509.9,-454.3E-3,-985.9E-3
7.099E-3,509.9,-588.1E-3,-985.8E-3
7.148E-3,509.9,-707.4E-3,-985.7E-3
7.197E-3,509.9,-809.3E-3,-985.6E-3
7.245E-3,509.9,-891.2E-3,-985.5E-3
7.294E-3,509.9,-951.2E-3,-985.4E-3
7.342E-3,509.9,-987.8E-3,-985.3E-3
7.391E-3,509.9,-1.000,-985.2E-3
7.439E-3,509.9,-987.6E-3,-985.1E-3
7.488E-3,509.9,-950.9E-3,-985.0E-3
7.537E-3,509.9,-890.8E-3,-984.9E-3
7.585E-3,509.9,-808.7E-3,-984.8E-3
7.634E-3,509.9,-706.7E-3,-984.7E-3
7.682E-3,509.9,-587.3E-3,-984.6E-3
7.731E-3,509.9,-453.5E-3,-984.5E-3
7.779E-3,509.9,-308.4E-3,-984.4E-3
7.828E-3,509.9,-155.8E-3,-984.3E-3
7.876E-3,513.8,47.53E-6,-984.2E-3
7.924E-3,513.8,156.5E-3,-984.2E-3
7.973E-3,513.8,309.1E-3,-984.1E-3
8.021E-3,513.8,454.1E-3,-984.0E-3
8.070E-3,513.8,587.9E-3,-983.9E-3
8.118E-3,513.8,707.2E-3,-983.8E-3
8.167E-3,513.8,809.1E-3,-983.7E-3
8.215E-3,513.8,891.1E-3,-983.6E-3
8.263E-3,513.8,951.1E-3,-983.5E-3
8.312E-3,513.8,987.7E-3,-983.4E-3
8.360E-3,513.8,1.000,-983.3E-3
8.409E-3,513.8,987.7E-3,-983.2E-3
8.457E-3,513.8,951.0E-3,-983.1E-3
8.505E-3,513.8,890.9E-3,-983.0E-3
8.554E-3,513.8,808.9E-3,-982.9E-3
8.602E-3,513.8,706.9E-3,-982.8E-3
8.650E-3,513.8,587.6E-3,-982.7E-3
8.699E-3,513.8,453.7E-3,-982.6E-3
8.747E-3,513.8,308.7E-3,-982.5E-3
8.795E-3,513.8,156.1E-3,-982.4E-3
8.844E-3,513.8,-341.7E-6,-982.3E-3
8.892E-3,513.8,-156.8E-3,-982.2E-3
8.940E-3,513.8,-309.4E-3,-982.1E-3
8.989E-3,513.8,-454.3E-3,-982.0E-3
9.037E-3,513.8,-588.1E-3,-981.9E-3
9.085E-3,513.8,-707.4E-3,-981.8E-3
9.133E-3,513.8,-809.3E-3,-981.7E-3
9.182E-3,513.8,-891.2E-3,-981.6E-3
9.230E-3,513.8,-951.2E-3,-981.5E-3
9.278E-3,513.8,-987.8E-3,-981.4E-3
9.326E-3,513.8,-1.000,-981.3E-3
9.374E-3,513.8,-987.6E-3,-981.3E-3
9.423E-3,513.8,-950.9E-3,-981.2E-3
9.471E-3,513.8,-890.8E-3,-981.1E-3
9.519E-3,513.8,-808.7E-3,-981.0E-3
9.567E-3,513.8,-706.7E-3,-980.9E-3
9.615E-3,513.8,-587.3E-3,-980.8E-3
9.663E-3,513.8,-453.5E-3,-980.7E-3
9.712E-3,513.8,-308.4E-3,-980.6E-3
9.760E-3,513.8,-155.8E-3,-980.5E-3
9.808E-3,517.7,47.57E-6,-980.4E-3
9.856E-3,517.7,156.5E-3,-980.3E-3
9.904E-3,517.7,309.1E-3,-980.2E-3
9.952E-3,517.7,454.1E-3,-980.1E-3
10.00E-3,517.7,587.9E-3,-980.0E-3
10.05E-3,517.7,707.2E-3,-979.9E-3
10.10E-3,517.7,809.1E-3,-979.8E-3
10.14E-3,517.7,891.1E-3,-979.7E-3
10.19E-3,517.7,951.1E-3,-979.6E-3
10.24E-3,517.7,987.7E-3,-979.5E-3
10.29E-3,517.7,1.000,-979.4E-3
10.34E-3,517.7,987.7E-3,-979.3E-3
10.38E-3,517.7,951.0E-3,-979.2E-3
10.43E-3,517.7,890.9E-3,-979.1E-3
10.48E-3,517.7,808.9E-3,-979.0E-3
10.53E-3,517.7,706.9E-3,-978.9E-3
10.58E-3,517.7,587.6E-3,-978.8E-3
10.62E-3,517.7,453.7E-3,-978.8E-3
10.67E-3,517.7,308.7E-3,-978.7E-3
10.72E-3,517.7,156.1E-3,-978.6E-3
10.77E-3,517.7,-337.4E-6,-978.5E-3
10.82E-3,517.7,-156.8E-3,-978.4E-3
10.86E-3,517.7,-309.4E-3,-978.3E-3
10.91E-3,517.7,-454.3E-3,-978.2E-3
10.96E-3,517.7,-588.1E-3,-978.1E-3
11.01E-3,517.7,-707.4E-3,-978.0E-3
11.06E-3,517.7,-809.3E-3,-977.9E-3
11.10E-3,517.7,-891.2E-3,-977.8E-3
11.15E-3,517.7,-951.2E-3,-977.7E-3
11.20E-3,517.7,-987.8E-3,-977.6E-3
11.25E-3,517.7,-1.000,-977.5E-3
11.29E-3,517.7,-987.6E-3,-977.4E-3
11.34E-3,517.7,-950.9E-3,-977.3E-3
11.39E-3,517.7,-890.8E-3,-977.2E-3
11.44E-3,517.7,-808.7E-3,-977.1E-3
11.49E-3,517.7,-706.7E-3,-977.0E-3
11.53E-3,517.7,-587.3E-3,-976.9E-3
11.58E-3,517.7,-453.5E-3,-976.8E-3
11.63E-3,517.7,-308.4E-3,-976.7E-3
11.68E-3,517.7,-155.8E-3,-976.6E-3
11.73E-3,521.5,47.60E-6,-976.5E-3
11.77E-3,521.5,156.5E-3,-976.5E-3
11.82E-3,521.5,309.1E-3,-976.4E-3
11.87E-3,521.5,454.1E-3,-976.3E-3
11.92E-3,521.5,587.9E-3,-976.2E-3
11.96E-3,521.5,707.2E-3,-976.1E-3
12.01E-3,521.5,809.1E-3,-976.0E-3
12.06E-3,521.5,891.1E-3,-975.9E-3
12.11E-3,521.5,951.1E-3,-975.8E-3
12.15E-3,521.5,987.7E-3,-975.7E-3
12.20E-3,521.5,1.000,-975.6E-3
12.25E-3,521.5,987.7E-3,-975.5E-3
12.30E-3,521.5,951.0E-3,-975.4E-3
12.35E-3,521.5,890.9E-3,-975.3E-3
12.39E-3,521.5,808.9E-3,-975.2E-3
12.44E-3,521.5,706.9E-3,-975.1E-3
12.49E-3,521.5,587.6E-3,-975.0E-3
12.54E-3,521.5,453.7E-3,-974.9E-3
12.58E-3,521.5,308.7E-3,-974.8E-3
12.63E-3,521.5,156.1E-3,-974.7E-3
12.68E-3,521.5,-333.3E-6,-974.6E-3
12.73E-3,521.5,-156.8E-3,-974.5E-3
12.77E-3,521.5,-309.4E-3,-974.5E-3
12.82E-3,521.5,-454.3E-3,-974.4E-3
12.87E-3,521.5,-588.1E-3,-974.3E-3
12.92E-3,521.5,-707.4E-3,-974.2E-3
12.96E-3,521.5,-809.3E-3,-974.1E-3
13.01E-3,521.5,-891.2E-3,-974.0E-3
13.06E-3,521.5,-951.2E-3,-973.9E-3
13.11E-3,521.5,-987.8E-3,-973.8E-3
13.15E-3,521.5,-1.000,-973.7E-3
13.20E-3,521.5,-987.6E-3,-973.6E-3
13.25E-3,521.5,-950.9E-3,-973.5E-3
13.30E-3,521.5,-890.8E-3,-973.4E-3
13.34E-3,521.5,-808.7E-3,-973.3E-3
13.39E-3,521.5,-706.7E-3,-973.2E-3
13.44E-3,521.5,-587.3E-3,-973.1E-3
13.49E-3,521.5,-453.5E-3,-973.0E-3
13.53E-3,521.5,-308.5E-3,-972.9E-3
13.58E-3,521.5,-155.8E-3,-972.8E-3
13.63E-3,525.4,47.64E-6,-972.7E-3
13.68E-3,525.4,156.5E-3,-972.6E-3
13.72E-3,525.4,309.1E-3,-972.6E-3
13.77E-3,525.4,454.1E-3,-972.5E-3
13.82E-3,525.4,587.9E-3,-972.4E-3
13.87E-3,525.4,707.2E-3,-972.3E-3
13.91E-3,525.4,809.1E-3,-972.2E-3
13.96E-3,525.4,891.1E-3,-972.1E-3
14.01E-3,525.4,951.1E-3,-972.0E-3
14.05E-3,525.4,987.7E-3,-971.9E-3
14.10E-3,525.4,1.000,-971.8E-3
14.15E-3,525.4,987.7E-3,-971.7E-3
14.20E-3,525.4,951.0E-3,-971.6E-3
14.24E-3,525.4,890.9E-3,-971.5E-3
14.29E-3,525.4,808.9E-3,-971.4E-3
14.34E-3,525.4,706.9E-3,-971.3E-3
14.39E-3,525.4,587.6E-3,-971.2E-3
14.43E-3,525.4,453.7E-3,-971.1E-3
14.48E-3,525.4,308.7E-3,-971.0E-3
14.53E-3,525.4,156.1E-3,-970.9E-3
14.58E-3,525.4,-329.2E-6,-970.8E-3
14.62E-3,525.4,-156.8E-3,-970.8E-3
14.67E-3,525.4,-309.4E-3,-970.7E-3
14.72E-3,525.4,-454.3E-3,-970.6E-3
14.76E-3,525.4,-588.1E-3,-970.5E-3
14.81E-3,525.4,-707.4E-3,-970.4E-3
14.86E-3,525.4,-809.3E-3,-970.3E-3
14.91E-3,525.4,-891.2E-3,-970.2E-3
14.95E-3,525.4,-951.2E-3,-970.1E-3
15.00E-3,525.4,-987.8E-3,-970.0E-3
15.05E-3,525.4,-1.000,-969.9E-3
15.09E-3,525.4,-987.6E-3,-969.8E-3
15.14E-3,525.4,-950.9E-3,-969.7E-3
15.19E-3,525.4,-890.8E-3,-969.6E-3
15.24E-3,525.4,-808.7E-3,-969.5E-3
15.28E-3,525.4,-706.7E-3,-969.4E-3
15.33E-3,525.4,-587.3E-3,-969.3E-3
15.38E-3,525.4,-453.5E-3,-969.2E-3
15.42E-3,525.4,-308.5E-3,-969.2E-3
15.47E-3,525.4,-155.8E-3,-969.1E-3
15.52E-3,529.1,47.67E-6,-969.0E-3
15.57E-3,529.1,156.5E-3,-968.9E-3
15.61E-3,529.1,309.1E-3,-968.8E-3
15.66E-3,529.1,454.1E-3,-968.7E-3
15.71E-3,529.1,587.9E-3,-968.6E-3
15.75E-3,529.1,707.2E-3,-968.5E-3
15.80E-3,529.1,809.1E-3,-968.4E-3
15.85E-3,529.1,891.1E-3,-968.3E-3
15.89E-3,529.1,951.1E-3,-968.2E-3
15.94E-3,529.1,987.7E-3,-968.1E-3
15.99E-3,529.1,1.000,-968.0E-3
16.04E-3,529.1,987.7E-3,-967.9E-3
16.08E-3,529.1,951.0E-3,-967.8E-3
16.13E-3,529.1,890.9E-3,-967.7E-3
16.18E-3,529.1,808.9E-3,-967.6E-3
16.22E-3,529.1,706.9E-3,-967.6E-3
16.27E-3,529.1,587.6E-3,-967.5E-3
16.32E-3,529.1,453.7E-3,-967.4E-3
16.36E-3,529.1,308.7E-3,-967.3E-3
16.41E-3,529.1,156.1E-3,-967.2E-3
16.46E-3,529.1,-325.3E-6,-967.1E-3
16.51E-3,529.1,-156.8E-3,-967.0E-3
16.55E-3,529.1,-309.4E-3,-966.9E-3
16.60E-3,529.1,-454.3E-3,-966.8E-3
16.65E-3,529.1,-588.1E-3,-966.7E-3
16.69E-3,529.1,-707.4E-3,-966.6E-3
16.74E-3,529.1,-809.3E-3,-966.5E-3
16.79E-3,529.1,-891.2E-3,-966.4E-3
16.83E-3,529.1,-951.2E-3,-966.3E-3
16.88E-3,529.1,-987.8E-3,-966.2E-3
16.93E-3,529.1,-1.000,-966.1E-3
16.97E-3,529.1,-987.6E-3,-966.1E-3
17.02E-3,529.1,-950.9E-3,-966.0E-3
17.07E-3,529.1,-890.8E-3,-965.9E-3
17.11E-3,529.1,-808.7E-3,-965.8E-3
17.16E-3,529.1,-706.7E-3,-965.7E-3
17.21E-3,529.1,-587.3E-3,-965.6E-3
17.25E-3,529.1,-453.5E-3,-965.5E-3
17.30E-3,529.1,-308.5E-3,-965.4E-3
17.35E-3,529.1,-155.9E-3,-965.3E-3
17.39E-3,532.9,47.71E-6,-965.2E-3
17.44E-3,532.9,156.5E-3,-965.1E-3
17.49E-3,532.9,309.1E-3,-965.0E-3
17.54E-3,532.9,454.1E-3,-964.9E-3
17.58E-3,532.9,587.9E-3,-964.8E-3
17.63E-3,532.9,707.2E-3,-964.7E-3
17.68E-3,532.9,809.1E-3,-964.6E-3
17.72E-3,532.9,891.1E-3,-964.6E-3
17.77E-3,532.9,951.1E-3,-964.5E-3
17.82E-3,532.9,987.7E-3,-964.4E-3
17.86E-3,532.9,1.000,-964.3E-3
17.91E-3,532.9,987.7E-3,-964.2E-3
17.96E-3,532.9,951.0E-3,-964.1E-3
18.00E-3,532.9,890.9E-3,-964.0E-3
18.05E-3,532.9,808.9E-3,-963.9E-3
18.10E-3,532.9,706.9E-3,-963.8E-3
18.14E-3,532.9,587.6E-3,-963.7E-3
18.19E-3,532.9,453.7E-3,-963.6E-3
18.24E-3,532.9,308.7E-3,-963.5E-3
18.28E-3,532.9,156.1E-3,-963.4E-3
18.33E-3,532.9,-321.4E-6,-963.3E-3
18.37E-3,532.9,-156.8E-3,-963.3E-3
18.42E-3,532.9,-309.3E-3,-963.2E-3
18.47E-3,532.9,-454.3E-3,-963.1E-3
18.51E-3,532.9,-588.1E-3,-963.0E-3
18.56E-3,532.9,-707.4E-3,-962.9E-3
18.61E-3,532.9,-809.3E-3,-962.8E-3
18.65E-3,532.9,-891.2E-3,-962.7E-3
18.70E-3,532.9,-951.2E-3,-962.6E-3
18.75E-3,532.9,-987.8E-3,-962.5E-3
18.79E-3,532.9,-1.000,-962.4E-3
18.84E-3,532.9,-987.6E-3,-962.3E-3
18.89E-3,532.9,-950.9E-3,-962.2E-3
18.93E-3,532.9,-890.8E-3,-962.1E-3
18.98E-3,532.9,-808.7E-3,-962.0E-3
19.03E-3,532.9,-706.7E-3,-961.9E-3
19.07E-3,532.9,-587.3E-3,-961.9E-3
19.12E-3,532.9,-453.5E-3,-961.8E-3
19.17E-3,532.9,-308.5E-3,-961.7E-3
19.21E-3,532.9,-155.9E-3,-961.6E-3
19.26E-3,536.7,47.74E-6,-961.5E-3
19.30E-3,536.7,156.5E-3,-961.4E-3
19.35E-3,536.7,309.1E-3,-961.3E-3
19.40E-3,536.7,454.1E-3,-961.2E-3
19.44E-3,536.7,587.9E-3,-961.1E-3
19.49E-3,536.7,707.2E-3,-961.0E-3
19.54E-3,536.7,809.1E-3,-960.9E-3
19.58E-3,536.7,891.1E-3,-960.8E-3
19.63E-3,536.7,951.1E-3,-960.7E-3
19.68E-3,536.7,987.7E-3,-960.6E-3
19.72E-3,536.7,1.000,-960.6E-3
19.77E-3,536.7,987.7E-3,-960.5E-3
19.81E-3,536.7,951.0E-3,-960.4E-3
19.86E-3,536.7,890.9E-3,-960.3E-3
19.91E-3,536.7,808.9E-3,-960.2E-3
19.95E-3,536.7,706.9E-3,-960.1E-3
20.00E-3,536.7,587.6E-3,-960.0E-3
20.05E-3,536.7,453.7E-3,-959.9E-3
20.09E-3,536.7,308.7E-3,-959.8E-3
20.14E-3,536.7,156.1E-3,-959.7E-3
20.19E-3,536.7,-317.7E-6,-959.6E-3
20.23E-3,536.7,-156.8E-3,-959.5E-3
20.28E-3,536.7,-309.3E-3,-959.4E-3
20.32E-3,536.7,-454.3E-3,-959.4E-3
20.37E-3,536.7,-588.1E-3,-959.3E-3
20.42E-3,536.7,-707.4E-3,-959.2E-3
20.46E-3,536.7,-809.3E-3,-959.1E-3
20.51E-3,536.7,-891.2E-3,-959.0E-3
20.56E-3,536.7,-951.2E-3,-958.9E-3
20.60E-3,536.7,-987.8E-3,-958.8E-3
20.65E-3,536.7,-1.000,-958.7E-3
20.69E-3,536.7,-987.6E-3,-958.6E-3
20.74E-3,536.7,-950.9E-3,-958.5E-3
20.79E-3,536.7,-890.8E-3,-958.4E-3
20.83E-3,536.7,-808.7E-3,-958.3E-3
20.88E-3,536.7,-706.7E-3,-958.2E-3
20.92E-3,536.7,-587.4E-3,-958.2E-3
20.97E-3,536.7,-453.5E-3,-958.1E-3
21.02E-3,536.7,-308.5E-3,-958.0E-3
21.06E-3,536.7,-155.9E-3,-957.9E-3
21.11E-3,540.4,47.77E-6,-957.8E-3
21.15E-3,540.4,156.5E-3,-957.7E-3
21.20E-3,540.4,309.1E-3,-957.6E-3
21.25E-3,540.4,454.1E-3,-957.5E-3
21.29E-3,540.4,587.9E-3,-957.4E-3
21.34E-3,540.4,707.2E-3,-957.3E-3
21.39E-3,540.4,809.1E-3,-957.2E-3
21.43E-3,540.4,891.1E-3,-957.1E-3
21.48E-3,540.4,951.1E-3,-957.0E-3
21.52E-3,540.4,987.7E-3,-957.0E-3
21.57E-3,540.4,1.000,-956.9E-3
21.62E-3,540.4,987.7E-3,-956.8E-3
21.66E-3,540.4,951.0E-3,-956.7E-3
21.71E-3,540.4,890.9E-3,-956.6E-3
21.75E-3,540.4,808.9E-3,-956.5E-3
21.80E-3,540.4,706.9E-3,-956.4E-3
21.85E-3,540.4,587.6E-3,-956.3E-3
21.89E-3,540.4,453.7E-3,-956.2E-3
21.94E-3,540.4,308.7E-3,-956.1E-3
21.98E-3,540.4,156.1E-3,-956.0E-3
22.03E-3,540.4,-314.1E-6,-955.9E-3
22.08E-3,540.4,-156.8E-3,-955.8E-3
22.12E-3,540.4,-309.3E-3,-955.8E-3
22.17E-3,540.4,-454.3E-3,-955.7E-3
22.21E-3,540.4,-588.1E-3,-955.6E-3
22.26E-3,540.4,-707.4E-3,-955.5E-3
22.31E-3,540.4,-809.2E-3,-955.4E-3
22.35E-3,540.4,-891.2E-3,-955.3E-3
22.40E-3,540.4,-951.2E-3,-955.2E-3
22.44E-3,540.4,-987.8E-3,-955.1E-3
22.49E-3,540.4,-1.000,-955.0E-3
22.53E-3,540.4,-987.6E-3,-954.9E-3
22.58E-3,540.4,-950.9E-3,-954.8E-3
22.63E-3,540.4,-890.8E-3,-954.7E-3
22.67E-3,540.4,-808.7E-3,-954.7E-3
22.72E-3,540.4,-706.7E-3,-954.6E-3
22.76E-3,540.4,-587.4E-3,-954.5E-3
22.81E-3,540.4,-453.5E-3,-954.4E-3
22.86E-3,540.4,-308.5E-3,-954.3E-3
22.90E-3,540.4,-155.9E-3,-954.2E-3
22.95E-3,544.1,47.80E-6,-954.1E-3
22.99E-3,544.1,156.5E-3,-954.0E-3
23.04E-3,544.1,309.1E-3,-953.9E-3
23.08E-3,544.1,454.1E-3,-953.8E-3
23.13E-3,544.1,587.9E-3,-953.7E-3
23.18E-3,544.1,707.2E-3,-953.6E-3
23.22E-3,544.1,809.1E-3,-953.6E-3
23.27E-3,544.1,891.1E-3,-953.5E-3
23.31E-3,544.1,951.1E-3,-953.4E-3
23.36E-3,544.1,987.7E-3,-953.3E-3
23.40E-3,544.1,1.000,-953.2E-3
23.45E-3,544.1,987.7E-3,-953.1E-3
23.50E-3,544.1,951.0E-3,-953.0E-3
23.54E-3,544.1,890.9E-3,-952.9E-3
23.59E-3,544.1,808.9E-3,-952.8E-3
23.63E-3,544.1,706.9E-3,-952.7E-3
23.68E-3,544.1,587.6E-3,-952.6E-3
23.72E-3,544.1,453.7E-3,-952.6E-3
23.77E-3,544.1,308.7E-3,-952.5E-3
23.82E-3,544.1,156.1E-3,-952.4E-3
23.86E-3,544.1,-310.5E-6,-952.3E-3
23.91E-3,544.1,-156.8E-3,-952.2E-3
23.95E-3,544.1,-309.3E-3,-952.1E-3
24.00E-3,544.1,-454.3E-3,-952.0E-3
24.04E-3,544.1,-588.1E-3,-951.9E-3
24.09E-3,544.1,-707.4E-3,-951.8E-3
24.14E-3,544.1,-809.2E-3,-951.7E-3
24.18E-3,544.1,-891.2E-3,-951.6E-3
24.23E-3,544.1,-951.2E-3,-951.5E-3
24.27E-3,544.1,-987.8E-3,-951.5E-3
24.32E-3,544.1,-1.000,-951.4E-3
24.36E-3,544.1,-987.6E-3,-951.3E-3
24.41E-3,544.1,-950.9E-3,-951.2E-3
24.45E-3,544.1,-890.8E-3,-951.1E-3
24.50E-3,544.1,-808.7E-3,-951.0E-3
24.55E-3,544.1,-706.7E-3,-950.9E-3
24.59E-3,544.1,-587.4E-3,-950.8E-3
24.64E-3,544.1,-453.5E-3,-950.7E-3
24.68E-3,544.1,-308.5E-3,-950.6E-3
24.73E-3,544.1,-155.9E-3,-950.5E-3
24.77E-3,547.7,47.83E-6,-950.5E-3
24.82E-3,547.7,156.5E-3,-950.4E-3
24.86E-3,547.7,309.1E-3,-950.3E-3
24.91E-3,547.7,454.1E-3,-950.2E-3
24.95E-3,547.7,587.9E-3,-950.1E-3
25.00E-3,547.7,707.2E-3,-950.0E-3
25.05E-3,547.7,809.1E-3,-949.9E-3
25.09E-3,547.7,891.1E-3,-949.8E-3
25.14E-3,547.7,951.1E-3,-949.7E-3
